Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
344,Malo Gusto,frFRA,DF,Chelsea,21-349,2003.0,20.2,56,2.77,55,0,0,1,0,0,4,0.2,4,0,0,0,0,0,Matches
345,Manuel Akanji,chSUI,DF,Manchester City,29-288,1995.0,19.4,34,1.75,34,0,0,0,0,0,2,0.1,2,0,0,0,0,0,Matches
346,Manuel Ugarte Ribeiro,uyURU,MF,Manchester Utd,24-022,2001.0,18.0,30,1.67,23,0,0,2,2,3,3,0.17,2,0,0,1,0,0,Matches
347,Marc Cucurella,esESP,DF,Chelsea,26-285,1998.0,29.2,46,1.58,40,3,0,2,1,0,5,0.17,4,1,0,0,0,0,Matches
348,Marc Guiu,esESP,FW,Chelsea,19-119,2006.0,0.8,1,1.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
349,Marc Guéhi,engENG,DF,Crystal Palace,24-294,2000.0,32.0,38,1.19,32,0,0,3,2,1,5,0.16,4,0,0,0,0,1,Matches
350,Marco Asensio,esESP,"MF,FW",Aston Villa,29-102,1996.0,5.3,25,4.68,14,7,0,1,2,1,3,0.56,2,0,0,1,0,0,Matches
351,Marcos Senesi,arARG,DF,Bournemouth,27-358,1997.0,11.3,16,1.42,16,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
352,Marcus Harness,engENG,MF,Ipswich Town,29-068,1996.0,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
353,Marcus Rashford,engENG,FW,Aston Villa,27-184,1997.0,4.9,27,5.49,14,5,3,2,3,0,3,0.61,2,0,0,1,0,0,Matches
354,Marcus Rashford,engENG,"FW,MF",Manchester Utd,27-184,1997.0,10.9,29,2.67,24,1,2,2,0,0,1,0.09,1,0,0,0,0,0,Matches
355,Marcus Tavernier,engENG,"FW,MF",Bournemouth,26-042,1999.0,17.6,82,4.67,57,12,3,6,4,0,10,0.57,5,3,0,1,1,0,Matches
356,Mario Lemina,gaGAB,"MF,DF",Wolves,31-244,1993.0,15.2,26,1.71,21,0,2,2,0,1,5,0.33,5,0,0,0,0,0,Matches
357,Mark Flekken,nlNED,GK,Brentford,31-324,1993.0,32.4,8,0.25,4,4,0,0,0,0,2,0.06,0,2,0,0,0,0,Matches
358,Mark Travers,ieIRL,GK,Bournemouth,25-350,1999.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
359,Marshall Munetsi,zwZIM,"MF,FW",Wolves,28-315,1996.0,9.8,16,1.64,12,0,0,1,2,1,1,0.1,1,0,0,0,0,0,Matches
360,Martial Godo,engENG,FW,Fulham,22-050,2003.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
361,Martin Dúbravka,skSVK,GK,Newcastle Utd,36-108,1989.0,10.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
362,Martin Ødegaard,noNOR,MF,Arsenal,26-137,1998.0,22.7,112,4.95,93,12,2,4,1,0,13,0.57,11,2,0,0,0,0,Matches
363,Mason Holgate,engENG,"FW,DF",Everton,28-193,1996.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
364,Mason Mount,engENG,"MF,FW",Manchester Utd,26-113,1999.0,4.2,14,3.37,9,2,0,2,1,0,0,0.0,0,0,0,0,0,0,Matches
365,Massimo Luongo,auAUS,MF,Ipswich Town,32-220,1992.0,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
366,Mateo Kovačić,hrCRO,MF,Manchester City,30-362,1994.0,22.8,63,2.77,52,0,3,4,3,1,6,0.26,4,0,1,1,0,0,Matches
367,Mateus Fernandes,ptPOR,MF,Southampton,20-297,2004.0,28.7,68,2.37,39,12,4,6,6,1,6,0.21,4,1,0,0,0,1,Matches
368,Matheus Cunha,brBRA,"MF,FW",Wolves,25-341,1999.0,26.9,118,4.38,67,11,17,8,12,3,16,0.59,10,0,4,0,1,1,Matches
369,Matheus França,brBRA,"FW,MF",Crystal Palace,21-032,2004.0,0.3,1,3.46,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
370,Matheus Nunes,ptPOR,"DF,MF",Manchester City,26-249,1998.0,16.6,39,2.35,32,1,2,2,2,0,6,0.36,4,0,1,1,0,0,Matches
371,Mathias Jensen,dkDEN,MF,Brentford,29-122,1996.0,8.8,37,4.19,26,10,1,0,0,0,4,0.45,1,2,1,0,0,0,Matches
372,Mathis Amougou,frFRA,MF,Chelsea,19-105,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
373,Mathys Tel,frFRA,FW,Tottenham,20-006,2005.0,6.2,15,2.42,10,1,1,2,1,0,0,0.0,0,0,0,0,0,0,Matches
374,Mats Wieffer,nlNED,"MF,DF",Brighton,25-168,1999.0,7.7,25,3.25,23,0,0,2,0,0,3,0.39,3,0,0,0,0,0,Matches
375,Matt Doherty,ieIRL,DF,Wolves,33-107,1992.0,21.8,24,1.1,18,3,1,1,1,0,3,0.14,3,0,0,0,0,0,Matches
376,Matt O'Riley,dkDEN,MF,Brighton,24-163,2000.0,8.4,35,4.16,20,9,1,2,1,2,4,0.48,3,0,0,0,1,0,Matches
377,Matt Targett,engENG,DF,Newcastle Utd,29-227,1995.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
378,Matthijs de Ligt,nlNED,DF,Manchester Utd,25-264,1999.0,23.2,14,0.6,12,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
379,Matty Cash,plPOL,DF,Aston Villa,27-269,1997.0,19.0,22,1.16,20,1,1,0,0,0,2,0.11,2,0,0,0,0,0,Matches
380,Matz Sels,beBEL,GK,Nott'ham Forest,33-066,1992.0,34.0,5,0.15,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
381,Max Aarons,engENG,DF,Bournemouth,25-119,2000.0,1.0,2,2.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
382,Max Kilman,engENG,DF,West Ham,27-345,1997.0,33.2,28,0.84,26,0,2,0,0,0,3,0.09,2,0,1,0,0,0,Matches
383,Maxence Lacroix,frFRA,DF,Crystal Palace,25-027,2000.0,30.6,26,0.85,21,1,0,4,0,0,4,0.13,2,1,0,1,0,0,Matches
384,Maxwel Cornet,ciCIV,FW,Southampton,28-218,1996.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
385,Michael Kayode,itITA,DF,Brentford,20-297,2004.0,2.3,6,2.56,3,2,1,0,0,0,1,0.43,1,0,0,0,0,0,Matches
386,Michael Keane,engENG,DF,Everton,32-112,1993.0,9.5,6,0.63,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
387,Michail Antonio,jmJAM,FW,West Ham,35-036,1990.0,9.3,22,2.37,14,0,1,5,1,1,4,0.43,0,0,0,4,0,0,Matches
388,Micky van de Ven,nlNED,DF,Tottenham,24-014,2001.0,10.6,11,1.04,8,0,0,2,1,0,2,0.19,2,0,0,0,0,0,Matches
389,Miguel Almirón,pyPAR,FW,Newcastle Utd,31-082,1994.0,1.7,8,4.59,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
390,Mikel Merino,esESP,"MF,FW",Arsenal,28-315,1996.0,15.6,39,2.51,33,0,0,5,1,0,4,0.26,3,0,0,1,0,0,Matches
391,Mikey Moore,engENG,"FW,MF",Tottenham,17-265,2007.0,2.1,10,4.86,6,2,0,1,1,0,2,0.97,1,0,0,1,0,0,Matches
392,Mikkel Damsgaard,dkDEN,"MF,FW",Brentford,24-304,2000.0,28.6,112,3.91,85,13,6,2,1,5,21,0.73,15,3,1,0,1,1,Matches
393,Milos Kerkez,huHUN,DF,Bournemouth,21-177,2003.0,33.2,75,2.26,60,4,1,2,5,3,9,0.27,7,0,1,0,0,1,Matches
394,Mohamed Salah,egEGY,FW,Liverpool,32-322,1992.0,33.5,153,4.57,112,1,20,14,4,2,26,0.78,19,0,5,2,0,0,Matches
395,Mohammed Kudus,ghGHA,"FW,MF",West Ham,24-274,2000.0,25.9,95,3.67,68,1,14,9,1,2,6,0.23,4,0,1,1,0,0,Matches
396,Moisés Caicedo,ecECU,MF,Chelsea,23-182,2001.0,33.2,90,2.71,80,0,2,0,2,6,7,0.21,6,0,0,0,1,0,Matches
397,Morato,brBRA,DF,Nott'ham Forest,23-307,2001.0,8.9,3,0.34,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
398,Morgan Gibbs-White,engENG,MF,Nott'ham Forest,25-096,2000.0,27.2,101,3.71,85,0,3,7,4,2,17,0.62,12,0,0,4,1,0,Matches
399,Morgan Rogers,engENG,"FW,MF",Aston Villa,22-281,2002.0,30.7,95,3.1,71,0,12,7,5,0,13,0.42,11,0,1,0,1,0,Matches
400,Murillo,brBRA,DF,Nott'ham Forest,22-303,2002.0,32.5,37,1.14,24,7,0,3,1,2,2,0.06,1,1,0,0,0,0,Matches
401,Mykhailo Mudryk,uaUKR,FW,Chelsea,24-118,2001.0,1.7,6,3.6,4,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
402,Myles Lewis-Skelly,engENG,DF,Arsenal,18-219,2006.0,12.0,21,1.75,15,0,1,0,5,0,0,0.0,0,0,0,0,0,0,Matches
403,Nasser Djiga,bfBFA,"DF,FW",Wolves,22-169,2002.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
404,Nathan Aké,nlNED,DF,Manchester City,30-074,1995.0,7.5,8,1.06,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
405,Nathan Broadhead,wlsWAL,"MF,FW",Ipswich Town,27-028,1998.0,6.7,19,2.83,14,0,5,0,0,0,2,0.3,1,0,1,0,0,0,Matches
406,Nathan Butler-Oyedeji,engENG,FW,Arsenal,22-119,2003.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
407,Nathan Collins,ieIRL,DF,Brentford,24-003,2001.0,34.0,30,0.88,22,2,1,3,2,0,8,0.24,4,1,0,1,2,0,Matches
408,Nathan Patterson,sctSCO,DF,Everton,23-199,2001.0,3.0,7,2.37,5,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
409,Nathan Wood-Gordon,engENG,DF,Southampton,22-337,2002.0,6.9,3,0.43,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
410,Nathaniel Clyne,engENG,"DF,MF",Crystal Palace,34-028,1991.0,5.4,3,0.56,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
411,Neco Williams,wlsWAL,DF,Nott'ham Forest,24-020,2001.0,24.8,44,1.77,33,5,0,4,2,0,5,0.2,4,1,0,0,0,0,Matches
412,Neto,brBRA,GK,Bournemouth,35-288,1989.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
413,Nick Pope,engENG,GK,Newcastle Utd,33-014,1992.0,24.0,5,0.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
414,Niclas Füllkrug,deGER,FW,West Ham,32-083,1993.0,6.5,18,2.75,16,0,0,2,0,0,2,0.31,1,0,0,1,0,0,Matches
415,Nico O’Reilly,engENG,DF,Manchester City,20-043,2005.0,5.7,12,2.11,9,1,1,0,1,0,2,0.35,2,0,0,0,0,0,Matches
416,Nicolas Jackson,snSEN,FW,Chelsea,23-317,2001.0,23.5,68,2.9,41,0,9,7,9,2,10,0.43,7,0,2,1,0,0,Matches
417,Nicolás Domínguez,arARG,"MF,FW",Nott'ham Forest,26-309,1998.0,18.5,31,1.67,23,1,0,2,3,2,0,0.0,0,0,0,0,0,0,Matches
418,Nicolás González,esESP,MF,Manchester City,23-120,2002.0,7.2,15,2.08,13,0,0,1,1,0,3,0.42,2,0,0,0,1,0,Matches
419,Nikola Milenković,rsSRB,DF,Nott'ham Forest,27-203,1997.0,33.0,18,0.55,14,0,0,3,0,1,3,0.09,3,0,0,0,0,0,Matches
420,Noni Madueke,engENG,FW,Chelsea,23-054,2002.0,19.1,72,3.76,51,0,10,6,4,1,8,0.42,5,0,0,1,1,1,Matches
421,Noussair Mazraoui,maMAR,DF,Manchester Utd,27-170,1997.0,29.3,50,1.71,40,2,1,2,3,2,1,0.03,1,0,0,0,0,0,Matches
422,Nélson Semedo,ptPOR,DF,Wolves,31-168,1993.0,29.6,52,1.76,37,1,7,1,3,3,6,0.2,6,0,0,0,0,0,Matches
423,Odsonne Édouard,frFRA,"MF,FW",Crystal Palace,27-107,1998.0,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
424,Odsonne Édouard,frFRA,FW,Leicester City,27-107,1998.0,0.3,2,6.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
425,Ola Aina,ngNGA,DF,Nott'ham Forest,28-207,1996.0,29.4,55,1.87,44,5,2,1,2,1,3,0.1,2,0,0,0,0,1,Matches
426,Oleksandr Zinchenko,uaUKR,"DF,MF",Arsenal,28-139,1996.0,5.0,15,3.0,11,0,1,2,1,0,2,0.4,2,0,0,0,0,0,Matches
427,Oliver Scarles,engENG,DF,West Ham,19-142,2005.0,6.6,5,0.76,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
428,Oliver Skipp,engENG,MF,Leicester City,24-229,2000.0,10.1,14,1.39,12,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
429,Ollie Watkins,engENG,FW,Aston Villa,29-124,1995.0,25.1,50,1.99,33,0,4,7,6,0,11,0.44,7,0,1,1,2,0,Matches
430,Omar Marmoush,egEGY,"FW,MF",Manchester City,26-085,1999.0,11.1,33,2.98,18,3,1,4,7,0,1,0.09,0,0,0,0,1,0,Matches
431,Omari Hutchinson,engENG,"MF,FW",Ipswich Town,21-185,2003.0,24.7,64,2.59,46,0,8,4,4,2,6,0.24,6,0,0,0,0,0,Matches
432,Orel Mangala,beBEL,MF,Everton,27-046,1998.0,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0,Matches
433,Oscar Bobb,noNOR,FW,Manchester City,21-295,2003.0,0.2,2,12.0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
434,Pablo Sarabia,esESP,"MF,FW",Wolves,32-357,1992.0,8.0,25,3.14,17,6,2,0,0,0,4,0.5,3,0,1,0,0,0,Matches
435,Pape Matar Sarr,snSEN,MF,Tottenham,22-231,2002.0,18.2,40,2.2,33,1,2,3,0,1,6,0.33,4,0,1,1,0,0,Matches
436,Patrick Dorgu,dkDEN,DF,Manchester Utd,20-189,2004.0,6.5,13,2.0,12,0,0,0,1,0,1,0.15,0,0,0,0,1,0,Matches
437,Patson Daka,zmZAM,"FW,MF",Leicester City,26-206,1998.0,7.2,10,1.39,7,0,2,1,0,0,1,0.14,0,0,1,0,0,0,Matches
438,Pau Torres,esESP,DF,Aston Villa,28-107,1997.0,19.2,12,0.62,9,0,0,3,0,0,2,0.1,1,0,0,1,0,0,Matches
439,Paul Onuachu,ngNGA,FW,Southampton,30-340,1994.0,10.9,9,0.82,8,0,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
440,Pedro Lima,brBRA,DF,Wolves,18-306,2006.0,0.8,4,5.14,2,0,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches
441,Pedro Neto,ptPOR,FW,Chelsea,25-055,2000.0,21.4,83,3.88,61,8,5,5,4,0,7,0.33,4,1,2,0,0,0,Matches
442,Pedro Porro,esESP,DF,Tottenham,25-232,1999.0,27.4,104,3.8,69,22,3,5,4,1,8,0.29,4,3,1,0,0,0,Matches
443,Pervis Estupiñán,ecECU,DF,Brighton,27-102,1998.0,23.7,50,2.11,33,13,0,2,2,0,4,0.17,3,0,0,0,1,0,Matches
444,Phil Foden,engENG,"MF,FW",Manchester City,24-340,2000.0,18.8,84,4.47,56,18,2,5,3,0,9,0.48,5,1,0,3,0,0,Matches
445,Philip Billing,dkDEN,MF,Bournemouth,28-326,1996.0,2.0,16,7.83,13,0,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches
446,Radu Drăgușin,roROU,DF,Tottenham,23-089,2002.0,13.9,8,0.58,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
447,Raheem Sterling,engENG,"FW,MF",Arsenal,30-146,1994.0,4.8,18,3.75,14,0,2,2,0,0,3,0.62,3,0,0,0,0,0,Matches
448,Ramón Sosa,pyPAR,"FW,MF",Nott'ham Forest,25-245,1999.0,3.0,14,4.63,11,0,2,1,0,0,0,0.0,0,0,0,0,0,0,Matches
449,Rasmus Højlund,dkDEN,FW,Manchester Utd,22-088,2003.0,19.4,30,1.55,20,0,3,4,3,0,1,0.05,0,0,0,0,1,0,Matches
450,Rayan Aït-Nouri,dzALG,DF,Wolves,23-331,2001.0,31.8,78,2.45,47,13,7,7,3,1,12,0.38,10,1,0,0,0,1,Matches
451,Raúl Jiménez,mxMEX,FW,Fulham,33-363,1991.0,23.7,54,2.28,37,1,2,9,4,1,6,0.25,3,0,0,1,1,1,Matches
452,Reece James,engENG,"DF,MF",Chelsea,25-146,1999.0,9.3,15,1.62,9,5,0,1,0,0,1,0.11,0,0,0,1,0,0,Matches
453,Reiss Nelson,engENG,FW,Fulham,25-144,1999.0,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0,Matches
454,Reiss Nelson,engENG,FW,Arsenal,25-144,1999.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
455,Remy Rees-Dottin,engENG,FW,Bournemouth,19-058,2006.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
456,Renato Veiga,ptPOR,"DF,MF",Chelsea,21-278,2003.0,2.0,1,0.49,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
457,Ricardo Pereira,ptPOR,DF,Leicester City,31-209,1993.0,3.8,3,0.79,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
458,Riccardo Calafiori,itITA,DF,Arsenal,22-349,2002.0,10.3,13,1.26,11,0,1,1,0,0,2,0.19,2,0,0,0,0,0,Matches
459,Richarlison,brBRA,FW,Tottenham,27-358,1997.0,4.5,8,1.76,5,0,0,2,1,0,1,0.22,1,0,0,0,0,0,Matches
460,Rico Henry,engENG,DF,Brentford,27-299,1997.0,0.7,1,1.41,1,0,0,0,0,0,1,1.41,1,0,0,0,0,0,Matches
461,Rico Lewis,engENG,"DF,MF",Manchester City,20-163,2004.0,20.2,31,1.54,30,0,0,0,1,0,3,0.15,3,0,0,0,0,0,Matches
462,Robert Sánchez,esESP,GK,Chelsea,27-166,1997.0,28.0,7,0.25,6,1,0,0,0,0,2,0.07,1,1,0,0,0,0,Matches
463,Robin Olsen,seSWE,GK,Aston Villa,35-115,1990.0,2.0,2,1.0,0,2,0,0,0,0,1,0.5,0,1,0,0,0,0,Matches
464,Rodri,esESP,MF,Manchester City,28-315,1996.0,0.7,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
465,Rodrigo Bentancur,uyURU,MF,Tottenham,27-312,1997.0,16.9,45,2.67,36,0,1,5,1,2,3,0.18,3,0,0,0,0,0,Matches
466,Rodrigo Gomes,ptPOR,"DF,FW",Wolves,21-300,2003.0,7.5,21,2.82,18,0,2,1,0,0,0,0.0,0,0,0,0,0,0,Matches
467,Rodrigo Muniz,brBRA,FW,Fulham,23-364,2001.0,10.7,17,1.59,10,0,2,2,2,1,2,0.19,1,0,1,0,0,0,Matches
468,Romain Esse,engENG,MF,Crystal Palace,19-355,2005.0,0.4,2,5.14,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
469,Roman Dixon,engENG,DF,Everton,20-128,2004.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
470,Roméo Lavia,beBEL,MF,Chelsea,21-117,2004.0,6.7,13,1.93,12,0,0,0,0,1,2,0.3,2,0,0,0,0,0,Matches
471,Ronnie Edwards,engENG,DF,Southampton,22-036,2003.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
472,Ross Barkley,engENG,MF,Aston Villa,31-149,1993.0,6.3,17,2.72,14,1,2,0,0,0,3,0.48,3,0,0,0,0,0,Matches
473,Ross Stewart,sctSCO,FW,Southampton,28-296,1996.0,2.7,2,0.75,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
474,Ryan Christie,sctSCO,MF,Bournemouth,30-070,1995.0,23.5,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0,Matches
475,Ryan Fraser,sctSCO,"FW,DF",Southampton,31-068,1994.0,3.4,5,1.47,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
476,Ryan Gravenberch,nlNED,MF,Liverpool,22-352,2002.0,32.5,65,2.0,57,0,5,2,0,1,6,0.18,6,0,0,0,0,0,Matches
477,Ryan Manning,ieIRL,"DF,MF",Southampton,28-323,1996.0,15.2,45,2.96,23,19,0,1,1,1,3,0.2,0,2,0,0,1,0,Matches
478,Ryan Sessegnon,engENG,"FW,DF",Fulham,24-350,2000.0,4.6,15,3.25,12,0,0,2,1,0,3,0.65,3,0,0,0,0,0,Matches
479,Ryan Trevitt,engENG,MF,Brentford,22-052,2003.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
480,Ryan Yates,engENG,MF,Nott'ham Forest,27-163,1997.0,20.7,36,1.74,25,0,1,6,2,2,3,0.15,2,0,0,1,0,0,Matches
481,Rúben Dias,ptPOR,DF,Manchester City,27-354,1997.0,22.2,22,0.99,15,0,0,5,0,2,1,0.04,1,0,0,0,0,0,Matches
482,Sam Johnstone,engENG,GK,Wolves,32-039,1993.0,7.0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
483,Sam Morsy,egEGY,MF,Ipswich Town,33-235,1991.0,26.9,39,1.45,34,4,0,0,1,0,2,0.07,2,0,0,0,0,0,Matches
484,Sammie Szmodics,ieIRL,"FW,MF",Ipswich Town,29-221,1995.0,10.9,9,0.83,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
485,Samuel Amo-Ameyaw,engENG,"FW,DF",Southampton,18-289,2006.0,0.3,2,6.43,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
486,Samuel Edozie,engENG,"DF,FW",Southampton,22-095,2003.0,0.7,4,5.54,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
487,Sander Berge,noNOR,MF,Fulham,27-078,1998.0,22.4,41,1.83,36,1,1,1,0,2,2,0.09,2,0,0,0,0,0,Matches
488,Sandro Tonali,itITA,MF,Newcastle Utd,24-360,2000.0,25.2,60,2.38,44,1,3,4,5,3,8,0.32,8,0,0,0,0,0,Matches
489,Santiago Bueno,uyURU,DF,Wolves,26-175,1998.0,18.7,12,0.64,10,1,0,0,0,1,4,0.21,3,0,0,0,0,1,Matches
490,Saša Lukić,rsSRB,MF,Fulham,28-263,1996.0,23.1,50,2.17,32,11,0,5,1,1,3,0.13,2,0,0,1,0,0,Matches
491,Scott McTominay,sctSCO,MF,Manchester Utd,28-146,1996.0,0.2,1,4.74,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
492,Sean Longstaff,engENG,MF,Newcastle Utd,27-185,1997.0,8.9,14,1.58,12,0,1,1,0,0,2,0.23,1,0,0,1,0,0,Matches
493,Sepp van den Berg,nlNED,DF,Brentford,23-134,2001.0,24.7,20,0.81,19,0,0,0,1,0,2,0.08,1,0,0,0,1,0,Matches
494,Sergio Reguilón,esESP,DF,Tottenham,28-138,1996.0,1.4,1,0.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
495,Shumaira Mheuka,engENG,MF,Chelsea,17-195,2007.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
496,Simon Adingra,ciCIV,"FW,MF",Brighton,23-122,2002.0,9.9,38,3.86,26,0,6,6,0,0,7,0.71,5,0,1,1,0,0,Matches
497,Solly March,engENG,"FW,MF",Brighton,30-287,1994.0,1.9,7,3.77,6,1,0,0,0,0,2,1.08,2,0,0,0,0,0,Matches
498,Son Heung-min,krKOR,FW,Tottenham,32-299,1992.0,22.3,116,5.21,86,8,10,7,5,0,15,0.67,13,0,0,1,1,0,Matches
499,Stefan Ortega,deGER,GK,Manchester City,32-178,1992.0,12.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
500,Stephy Mavididi,engENG,FW,Leicester City,26-337,1998.0,17.9,50,2.78,39,2,4,2,2,1,7,0.39,6,0,1,0,0,0,Matches
501,Sven Botman,nlNED,DF,Newcastle Utd,25-111,2000.0,2.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
502,Sávio,brBRA,"FW,MF",Manchester City,21-023,2004.0,19.3,107,5.55,76,2,15,4,7,3,15,0.78,10,0,2,1,1,1,Matches
503,Séamus Coleman,ieIRL,DF,Everton,36-204,1988.0,2.2,2,0.91,1,0,1,0,0,0,1,0.46,1,0,0,0,0,0,Matches
504,Taiwo Awoniyi,ngNGA,FW,Nott'ham Forest,27-264,1997.0,4.5,9,1.98,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0,Matches
505,Takehiro Tomiyasu,jpJPN,DF,Arsenal,26-179,1998.0,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
506,Tariq Lamptey,ghGHA,DF,Brighton,24-215,2000.0,8.5,15,1.76,12,1,0,0,1,1,3,0.35,2,0,0,0,0,1,Matches
507,Taylor Harwood-Bellis,engENG,DF,Southampton,23-093,2002.0,28.5,36,1.26,31,0,0,3,1,1,2,0.07,1,0,0,1,0,0,Matches
508,Thiago,brBRA,FW,Brentford,23-311,2001.0,1.5,2,1.36,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
509,Thomas Partey,ghGHA,"MF,DF",Arsenal,31-324,1993.0,27.1,56,2.07,46,2,1,2,1,4,13,0.48,8,2,0,1,1,1,Matches
510,Tim Iroegbunam,engENG,MF,Everton,21-307,2003.0,6.3,10,1.59,6,0,1,0,1,2,1,0.16,1,0,0,0,0,0,Matches
511,Timo Werner,deGER,"FW,MF",Tottenham,29-058,1996.0,5.7,18,3.13,14,0,2,1,1,0,3,0.52,3,0,0,0,0,0,Matches
512,Timothy Castagne,beBEL,DF,Fulham,29-149,1995.0,18.1,25,1.38,21,0,1,2,1,0,3,0.17,2,0,0,1,0,0,Matches
513,Toby Collyer,engENG,MF,Manchester Utd,21-120,2004.0,2.0,5,2.5,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
514,Tom Cairney,sctSCO,MF,Fulham,34-103,1991.0,5.5,28,5.08,25,2,0,0,1,0,3,0.54,3,0,0,0,0,0,Matches
515,Tommy Doyle,engENG,MF,Wolves,23-198,2001.0,5.4,17,3.13,11,4,1,1,0,0,3,0.55,2,0,1,0,0,0,Matches
516,Tomáš Souček,czCZE,MF,West Ham,30-065,1995.0,25.0,43,1.72,35,0,0,5,2,1,3,0.12,2,0,0,0,1,0,Matches
517,Tosin Adarabioyo,engENG,DF,Chelsea,27-221,1997.0,13.7,12,0.88,7,0,0,5,0,0,1,0.07,0,0,0,1,0,0,Matches
518,Toti Gomes,ptPOR,DF,Wolves,26-107,1999.0,26.0,20,0.77,19,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
